S_Label,S_Code,S_CUI,S_Depth,Pre_Label,Pre-Code,Pre_CUI,Pre_Depth,Post_Label,Post_Code,Post_CUI,Post_Depth
"Acute myocardial infarction of anterolateral wall, subsequent episode of care",410.02,C0155630,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction, of other anterior wall",410.1,C0155631,5,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction of other anterior wall, episode of care unspecified",410.10,C0155632,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction of other anterior wall, initial episode of care",410.11,C0155633,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction of other anterior wall, subsequent episode of care",410.12,C0155634,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction, of inferolateral wall",410.2,C0340308,5,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction of inferolateral wall, episode of care unspecified",410.20,C0155636,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction of inferolateral wall, initial episode of care",410.21,C0155637,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction of inferolateral wall, subsequent episode of care",410.22,C0155638,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction, of inferoposterior wall",410.3,C0340304,5,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction of inferoposterior wall, episode of care unspecified",410.30,C0155640,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction of inferoposterior wall, initial episode of care",410.31,C0155641,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction of inferoposterior wall, subsequent episode of care",410.32,C0155642,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction, of other inferior wall",410.4,C0155643,5,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction of other inferior wall, episode of care unspecified",410.40,C0155644,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction of other inferior wall, initial episode of care",410.41,C0155645,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction of other inferior wall, subsequent episode of care",410.42,C0155646,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction, of other lateral wall",410.5,C0155647,5,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction of other lateral wall, episode of care unspecified",410.50,C0155648,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction of other lateral wall, initial episode of care",410.51,C0155649,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction of other lateral wall, subsequent episode of care",410.52,C0155650,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction, true posterior wall infarction",410.6,C0264706,5,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"True posterior wall infarction, episode of care unspecified",410.60,C0155652,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"True posterior wall infarction, initial episode of care",410.61,C0155653,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"True posterior wall infarction, subsequent episode of care",410.62,C0155654,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction, subendocardial infarction",410.7,C0155655,5,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Subendocardial infarction, episode of care unspecified",410.70,C0494580,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Subendocardial infarction, initial episode of care",410.71,C0155657,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Subendocardial infarction, subsequent episode of care",410.72,C0155658,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction, of other specified sites",410.8,C0155659,5,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction of other specified sites, episode of care unspecified",410.80,C0155660,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction of other specified sites, initial episode of care",410.81,C0155661,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction of other specified sites, subsequent episode of care",410.82,C0155662,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction, unspecified site",410.9,C0155626,5,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction of unspecified site, episode of care unspecified",410.90,C0155626,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction of unspecified site, initial episode of care",410.91,C0155664,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Acute myocardial infarction of unspecified site, subsequent episode of care",410.92,C0155665,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
Other acute and subacute forms of ischemic heart disease,411,C0340283,4,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
Postmyocardial infarction syndrome,411.0,C0152107,5,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
Intermediate coronary syndrome,411.1,C0002965,5,Intermediate coronary syndrome,411.1,C0002965,5,"Angina, Unstable",D000789,C0002965,8
Other acute and subacute forms of ischemic heart disease,411.8,C0340283,5,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
Acute coronary occlusion without myocardial infarction,411.81,C0949167,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Other acute and subacute forms of ischemic heart disease, other",411.89,C0340283,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
Old myocardial infarction,412,C0155668,4,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
Angina pectoris,413,C0002962,4,Angina pectoris,413,C0002962,4,Angina Pectoris,D000787,C0002962,7
Angina decubitus,413.0,C0152172,5,Angina pectoris,413,C0002962,4,Angina Pectoris,D000787,C0002962,7
Prinzmetal angina,413.1,C0002963,5,Angina pectoris,413,C0002962,4,Angina Pectoris,D000787,C0002962,7
Other and unspecified angina pectoris,413.9,C0348588,5,Angina pectoris,413,C0002962,4,Angina Pectoris,D000787,C0002962,7
Other forms of chronic ischemic heart disease,414,C0155669,4,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
Coronary atherosclerosis,414.0,C0010054,5,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Coronary atherosclerosis of unspecified type of vessel, native or graft",414.00,C0837133,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
Coronary atherosclerosis of native coronary artery,414.01,C0837134,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
Coronary atherosclerosis of autologous vein bypass graft,414.02,C0837135,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
Coronary atherosclerosis of nonautologous biological bypass graft,414.03,C0837136,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
Coronary atherosclerosis of artery bypass graft,414.04,C0375264,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
Coronary atherosclerosis of unspecified bypass graft,414.05,C0375265,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
Coronary atherosclerosis of native coronary artery of transplanted heart,414.06,C1135190,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
Coronary atherosclerosis of bypass graft (artery) (vein) of transplanted heart,414.07,C1456095,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
Aneurysm and dissection of heart,414.1,C1135334,5,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
Aneurysm of heart (wall),414.10,C1541919,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
Aneurysm of coronary vessels,414.11,C0010051,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
Dissection of coronary artery,414.12,C0340648,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
Other aneurysm of heart,414.19,C0029519,6,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
Chronic total occlusion of coronary artery,414.2,C1955779,5,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
Coronary atherosclerosis due to lipid rich plaque,414.3,C2349509,5,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
Coronary atherosclerosis due to calcified coronary lesion,414.4,C3161090,5,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
Other specified forms of chronic ischemic heart disease,414.8,C0155670,5,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
"Chronic ischemic heart disease, unspecified",414.9,C0264694,5,ISCHEMIC HEART DISEASE,410-414.99,C0151744,3,Myocardial Ischemia,D017202,C0151744,6
Operations on esophagus,42,C0192259,3,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Esophagotomy,42.0,C0152461,4,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Incision of esophageal web,42.01,C0472948,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Other incision of esophagus,42.09,C0176721,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Esophagostomy,42.1,C0014875,4,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
"Esophagostomy, not otherwise specified",42.10,C0014875,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Cervical esophagostomy,42.11,C0085990,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Exteriorization of esophageal pouch,42.12,C0192336,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Other external fistulization of esophagus,42.19,C0176722,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Diagnostic procedures on esophagus,42.2,C0176723,4,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Operative esophagoscopy by incision,42.21,C0176724,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Esophagoscopy through artificial stoma,42.22,C0192307,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Other esophagoscopy,42.23,C0176725,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Closed [endoscopic] biopsy of esophagus,42.24,C0192308,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Open biopsy of esophagus,42.25,C0337363,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Other diagnostic procedures on esophagus,42.29,C0176727,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Local excision or destruction of lesion or tissue of esophagus,42.3,C0176728,4,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Local excision of esophageal diverticulum,42.31,C0176729,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Local excision of other lesion or tissue of esophagus,42.32,C0176730,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Endoscopic excision or destruction of lesion or tissue of esophagus,42.33,C0176731,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Other destruction of lesion or tissue of esophagus,42.39,C0176732,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Excision of esophagus,42.4,C0085198,4,Excision of esophagus,42.4,C0085198,4,Esophagectomy,D016629,C0085198,6
"Esophagectomy, not otherwise specified",42.40,C0085198,5,"Esophagectomy, not otherwise specified",42.40,C0085198,5,Esophagectomy,D016629,C0085198,6
Partial esophagectomy,42.41,C0192289,5,Excision of esophagus,42.4,C0085198,4,Esophagectomy,D016629,C0085198,6
Total esophagectomy,42.42,C0192288,5,Excision of esophagus,42.4,C0085198,4,Esophagectomy,D016629,C0085198,6
Intrathoracic anastomosis of esophagus,42.5,C0176733,4,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Intrathoracic esophagoesophagostomy,42.51,C0176734,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Intrathoracic esophagogastrostomy,42.52,C0192353,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Intrathoracic esophageal anastomosis with interposition of small bowel,42.53,C0192359,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Other intrathoracic esophagoenterostomy,42.54,C0176735,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Intrathoracic esophageal anastomosis with interposition of colon,42.55,C0192332,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Other intrathoracic esophagocolostomy,42.56,C0176736,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Intrathoracic esophageal anastomosis with other interposition,42.58,C0192333,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Other intrathoracic anastomosis of esophagus,42.59,C0176737,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Antesternal anastomosis of esophagus,42.6,C0176738,4,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Antesternal esophagoesophagostomy,42.61,C0176739,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Antesternal esophagogastrostomy,42.62,C0176740,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Antesternal esophageal anastomosis with interposition of small bowel,42.63,C0176741,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Other antesternal esophagoenterostomy,42.64,C0176742,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Antesternal esophageal anastomosis with interposition of colon,42.65,C0176743,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Other antesternal esophagocolostomy,42.66,C0176744,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Other antesternal esophageal anastomosis with interposition,42.68,C0176745,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Other antesternal anastomosis of esophagus,42.69,C0176746,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Esophagomyotomy,42.7,C0192265,4,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Other repair of esophagus,42.8,C0029722,4,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Insertion of permanent tube into esophagus,42.81,C0176747,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Suture of laceration of esophagus,42.82,C0521254,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
Closure of esophagostomy,42.83,C0192347,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
"Repair of esophageal fistula, not elsewhere classified",42.84,C0869277,5,OPERATIONS ON THE DIGESTIVE SYSTEM,42-54.99,C0038898,2,Digestive System Surgical Procedures,D013505,C0038898,5
